i,export_value,import_value,balance_ratio,export_stability_index,import_stability_index,total_stability_index,top_five_export,top_five_import,top_five_trade,export_entropy,import_entropy,total_entropy,export_HHI,import_HHI,total_HHI,export_partner_count,import_partner_count,total_partner_count,average_export_distance,average_import_distance,farthest_import_distance,farthest_export_distance,total_trade_value,export_weight,import_weight,average_trade_distance,farthest_trade_distance
144,34471339.30654299,59612162.160610825,0.5782601747218654,0.022045210088493892,0.04458760308847929,0.06663281317697319,7086940.805994678,80749.57630535198,7167690.38230003,5.227675057795325,6.176847171932249,6.3147200794177465,0.015104134820434085,0.013334582549137535,0.007763277756739735,191,181.0,372.0,7154.392650312801,4830.237421607122,17639.290776885515,17639.290776885515,94083501.46715382,0.36639090562097687,0.6336090943790231,5681.786760656325,17639.290776885515
148,4256289.223124106,1945529.068,2.1877284144099494,0.09178120702476701,0.03954315242571367,0.13132435945048068,4202901.425403122,33927.281,4236828.706403122,0.6631165789226797,5.801661540394116,2.8551900089747573,0.7240910282676751,0.00842792866314912,0.34736771293945296,87,98.0,185.0,5665.908411632808,5091.4542046531005,16084.375504516205,16084.375504516205,6201818.291124106,0.6862969895805566,0.3137030104194434,5485.70039755516,16084.375504516205
152,210176260.06421328,191943353.71633404,1.094991079372433,0.0554662101570449,0.055127100043749544,0.11059331020079444,105750020.35756974,368957.57062872424,106118977.92819846,3.9008261644059514,6.249786922804083,5.573970327308002,0.09616043465228168,0.009823269268367922,0.02892889128993269,190,181.0,371.0,14615.885214693684,12574.14861500478,19564.495346650838,19564.495346650838,402119613.7805473,0.522670998532578,0.477329001467422,13641.30512230469,19564.495346650838
156,7300763247.444649,4322225928.173399,1.6891211539536526,0.06330871155015501,0.06299283800744755,0.12630154955760256,1321235900.998225,90434804.21859303,1411670705.2168179,6.412107988840766,5.671343693299906,6.480970216211653,0.010281347485075717,0.019287330537356158,0.007662492233720322,206,203.0,409.0,6348.305363204342,6025.742145379039,19564.495346650838,19564.495346650838,11622989175.618048,0.6281312954123468,0.37186870458765325,6228.354197244022,19564.495346650838
170,115823799.98513472,139447147.90481773,0.8305928211898062,0.06626043978666024,0.03502367151248086,0.10128411129914111,69051591.25186457,11049121.613772593,80100712.86563715,3.6543931952049724,6.424272540230256,5.61509616391026,0.11774234976992241,0.009052073978469338,0.03083969369137443,193,201.0,394.0,6700.518516759874,9821.421725725495,19335.336733120606,19335.336733120606,255270947.88995245,0.45372887491711933,0.5462711250828807,8405.377823996296,19335.336733120606
174,263495.95401751954,1122651.802,0.2347085298826426,0.02583595157844572,0.06464834279615958,0.0904842943746053,244333.26722165607,198.78300000000002,244532.05022165607,1.5243361911519602,5.336237696603761,5.0893120121835,0.3484603940604868,0.012875151250985511,0.013868845637466863,88,76.0,164.0,6215.768905594259,4478.41121606071,16209.592972268936,16209.592972268936,1386147.7560175194,0.19009225594720022,0.8099077440527999,4808.669458651359,16209.592972268936
178,25761911.754230116,11474094.3781463,2.2452239719499403,0.2484995797143144,0.09953516165609616,0.34803474137041057,22136154.89264967,2743636.4732360425,24879791.36588571,1.811294437465914,5.509058563467588,3.4282069653656126,0.33906358794296565,0.028672876418288896,0.14705301737651325,132,134.0,266.0,8141.163844947934,7379.3972668554115,14704.122814670567,14704.122814670567,37236006.13237642,0.6918548585110027,0.30814514148899724,7906.429174960024,14704.122814670567
180,23411141.02450814,16519604.937,1.4171731777963243,0.2351716435832218,0.09738296058441445,0.33255460416763627,19278725.596166212,10501.526000000002,19289227.12216621,2.059552668804183,6.226120288584097,4.441972605100238,0.21546924546645616,0.006115984711619379,0.07496150382127774,102,99.0,201.0,7325.615537194637,5710.8566138829765,15058.002305339678,14078.669595322202,39930745.96150814,0.5862936056109663,0.41370639438903367,6657.5794452238515,15058.002305339678
188,40892641.79152986,46487700.457085155,0.8796443228952496,0.02083199133161714,0.023284941767575156,0.0441169330991923,17847662.88634801,764444.4462692441,18612107.332617253,4.420172971187593,6.369775419870643,5.891050626595818,0.04506966051068128,0.011019074009225728,0.014142409226485155,183,187.0,370.0,6248.984682222314,8527.960196168264,18474.490250982035,18474.490250982035,87380342.24861501,0.46798445438885894,0.5320155456111411,7461.4350837086995,18474.490250982035
191,43534305.922931656,74246301.37563781,0.5863498264065234,0.048405283490804855,0.08906694186105556,0.1374722253518604,6235701.072899249,6124699.069899476,12360400.142798727,6.174968281602563,6.657208691632556,6.682713813755653,0.008105811648849489,0.005925878021755991,0.0054053883762200895,193,161.0,354.0,1364.7343864795612,1478.7736260306394,17979.216897589784,17979.216897589784,117780607.29856947,0.36962201946007806,0.630377980539922,1436.6222120100783,17979.216897589784
192,3840782.6031113197,18748070.516,0.20486282040775955,0.02336281823733052,0.05386585634514479,0.07722867458247532,2686927.150981728,19558.768,2706485.918981728,2.731808722729673,6.381653226255608,6.173652761456191,0.137884004022062,0.005881523404290631,0.006186670326609174,132,96.0,228.0,10232.686442186625,8504.81319125511,17440.685116091856,17440.685116091856,22588853.11911132,0.17002999589482576,0.8299700041051743,8798.603473017776,17440.685116091856
196,12491075.476248305,31010432.2361797,0.40280236602684427,0.06137208347900308,0.19901572302044648,0.2603878064994496,5097324.618476373,7090286.04993364,12187610.668410014,4.7891621062754135,5.576398888257384,5.52387136490658,0.044184829485327856,0.029825568701948413,0.031026010929507155,195,168.0,363.0,2609.3053721377296,3476.073948822157,16339.034138479014,16339.034138479014,43501507.712428,0.28714120804322635,0.7128587919567736,3227.1889726190825,16339.034138479014
20,437906.87283503154,4498536.775741017,0.09734429096956704,0.0037715867017563305,0.06607732119969516,0.06984890790145148,139257.84001244514,47757.749529830005,187015.58954227512,4.7246662185248605,5.8158910148971765,5.860142982141664,0.029439630617013594,0.00932192462489463,0.008480709427366107,136,145.0,281.0,2233.2835303308216,1358.0251990525435,19180.481169399583,19180.481169399583,4936443.648576049,0.08870897836772608,0.9112910216322739,1435.6684714280802,19180.481169399583
203,507591731.3846495,481961850.0891233,1.0531782365985747,0.05223633633033001,0.06354388592748363,0.11578022225781363,76193264.28564636,17188411.88938247,93381676.17502885,6.145161705686262,6.574017012098434,6.481940346714461,0.008027347272889878,0.004726175901730256,0.005156727946734678,210,217.0,427.0,1394.45634256995,2412.6094564361206,17979.657054300103,17979.657054300103,989553581.4737728,0.5129502241088122,0.48704977589118786,1890.3475885013836,17979.657054300103
204,4480597.348484344,15861662.817495141,0.282479674422427,0.027836822164782355,0.03534382576130569,0.06318064792608805,3257251.6625739243,428404.6037686536,3685656.266342578,2.867365614662134,4.975880773241438,4.954401348173364,0.15150080001167282,0.03782804356827285,0.027100094521084635,133,158.0,291.0,6487.693303139103,8538.06094572667,17795.30227681288,14675.258927180115,20342260.165979486,0.2202605468579013,0.7797394531420987,8086.445847510586,17795.30227681288
208,276580638.9664489,277525265.6444762,0.996596249801496,0.041430688689566744,0.050949995967297254,0.092380684656864,41835829.46394748,16897273.09728854,58733102.56123602,6.266738694711369,6.78257490398671,6.687257934508248,0.0074224318675090335,0.004148333568404951,0.004517911577924734,212,204.0,416.0,2794.310785254578,2198.633098900645,17951.11541095771,17951.11541095771,554105904.6109251,0.4991476117921081,0.5008523882078919,2495.9641934420592,17951.11541095771
212,161530.31044011613,713431.63,0.2264131609080973,0.01339624158567769,0.20841490689843373,0.22181114848411143,95886.78062380667,2008.1699999999998,97894.95062380665,3.394105008539196,5.493608860163977,5.511347558711285,0.11774801149841185,0.024285636098388748,0.01354813584144265,104,89.0,193.0,10753.465596803537,9419.519927150837,18538.13076988302,18538.13076988302,874961.9404401161,0.18461409916740434,0.8153859008325957,9665.78510529203,18538.13076988302
